,address
8833,"121.05,30.96"
8834,"121.18,30.88"
8835,"121.48,31.73"
8836,"121.17,30.89"
8837,"121.43,31.16"
8838,"121.53,31.24"
8839,"121.10,31.11"
8840,"121.49,31.67"
8841,"121.74,31.00"
8842,"121.78,30.97"
8843,"121.11,31.15"
8844,"121.63,30.91"
8845,"121.25,31.36"
8846,"121.33,31.01"
8847,"121.36,30.83"
8848,"121.40,31.41"
8849,"121.76,31.09"
8850,"121.27,30.94"
8851,"121.55,30.88"
8852,"121.11,30.91"
8853,"121.36,31.49"
8854,"121.81,30.96"
8855,"121.73,30.97"
8856,"121.68,31.08"
8857,"121.45,30.89"
8858,"121.22,31.65"
8859,"121.53,31.60"
8860,"121.77,31.19"
8861,"121.25,31.25"
8862,"121.48,31.13"
8863,"121.71,31.38"
8864,"121.09,30.99"
8865,"121.34,30.77"
8866,"121.93,30.91"
8867,"121.06,31.25"
8868,"121.84,30.87"
8869,"121.47,30.79"
8870,"121.07,31.08"
8871,"121.42,31.40"
8872,"121.66,31.30"
8873,"121.77,31.13"
8874,"121.47,31.00"
8875,"121.18,30.89"
8876,"121.51,31.54"
8877,"121.14,31.15"
8878,"121.05,31.08"
8879,"120.98,31.07"
8880,"121.06,31.09"
8881,"121.10,31.07"
8882,"121.85,31.06"
8883,"121.08,31.28"
8884,"121.44,31.42"
8885,"121.12,31.21"
8886,"121.36,30.87"
8887,"121.11,31.27"
8888,"121.31,31.42"
8889,"120.94,31.08"
8890,"121.17,31.23"
8891,"121.96,30.90"
8892,"121.33,31.04"
8893,"121.64,31.19"
8894,"121.30,31.51"
8895,"121.12,31.07"
8896,"121.42,31.16"
8897,"121.64,31.00"
8898,"121.24,30.80"
8899,"121.70,31.10"
8900,"121.81,30.94"
8901,"121.63,31.18"
8902,"121.85,30.98"
8903,"121.55,31.09"
8904,"121.79,31.13"
8905,"121.70,30.97"
8906,"121.38,31.41"
8907,"121.77,31.10"
8908,"121.33,30.98"
8909,"121.07,31.02"
8910,"121.30,31.37"
8911,"121.21,30.91"
8912,"121.59,31.24"
8913,"121.22,31.08"
8914,"121.48,31.03"
8915,"121.66,31.10"
8916,"121.72,31.60"
8917,"121.57,31.09"
8918,"121.28,31.45"
8919,"121.23,31.02"
8920,"121.18,31.32"
8921,"121.51,30.99"
8922,"121.36,31.12"
8923,"121.27,30.78"
8924,"121.44,31.69"
8925,"121.48,31.30"
8926,"121.28,31.17"
8927,"121.32,31.17"
8928,"121.54,31.07"
8929,"121.31,30.96"
8930,"121.51,30.98"
8931,"121.06,31.26"
8932,"121.34,31.49"
8933,"121.15,31.03"
8934,"121.07,31.25"
8935,"121.25,31.59"
8936,"121.25,30.98"
8937,"121.17,31.26"
8938,"121.60,31.43"
8939,"121.57,31.03"
8940,"121.54,31.37"
8941,"121.18,31.12"
8942,"121.69,31.07"
8943,"121.13,31.23"
8944,"121.33,31.78"
8945,"121.58,30.91"
8946,"121.54,31.13"
8947,"121.64,31.34"
8948,"121.44,30.97"
8949,"121.14,31.17"
8950,"121.52,31.05"
8951,"121.67,31.17"
8952,"121.81,31.12"
8953,"121.64,30.97"
8954,"121.77,30.88"
8955,"121.81,31.02"
8956,"121.79,31.55"
8957,"121.40,30.88"
8958,"121.57,30.85"
8959,"121.79,31.19"
8960,"121.13,31.02"
8961,"121.37,31.50"
8962,"121.15,31.38"
8963,"121.31,31.05"
8964,"121.62,31.08"
8965,"121.46,31.32"
8966,"121.04,31.02"
8967,"121.54,31.28"
8968,"121.43,31.34"
8969,"121.79,31.14"
8970,"121.43,31.28"
8971,"121.77,31.35"
8972,"121.47,31.38"
8973,"121.48,30.98"
8974,"121.38,30.76"
8975,"121.15,30.88"
8976,"121.82,30.87"
8977,"121.27,31.49"
8978,"121.82,31.15"
8979,"121.34,31.31"
8980,"121.75,31.56"
8981,"121.91,30.81"
8982,"121.26,30.84"
8983,"121.69,31.17"
8984,"121.53,31.30"
8985,"121.84,31.47"
8986,"121.34,30.88"
8987,"121.24,30.76"
8988,"121.12,31.05"
8989,"121.01,30.95"
8990,"121.66,31.23"
8991,"121.29,31.23"
8992,"121.05,30.88"
8993,"121.07,31.14"
8994,"121.43,31.65"
8995,"121.14,30.97"
8996,"121.47,31.09"
8997,"121.41,31.36"
8998,"121.34,31.17"
8999,"121.20,31.42"
9000,"121.67,30.88"
9001,"121.09,31.20"
9002,"121.40,31.35"
9003,"121.53,31.21"
9004,"121.51,31.39"
9005,"121.16,31.21"
9006,"121.28,31.31"
9007,"121.06,30.92"
9008,"121.29,31.35"
9009,"121.70,31.22"
9010,"121.70,31.50"
9011,"121.40,31.08"
9012,"121.43,31.32"
9013,"121.56,31.09"
9014,"120.91,31.12"
9015,"121.28,31.32"
9016,"121.26,31.25"
9017,"121.28,31.18"
9018,"121.43,31.05"
9019,"121.22,31.76"
9020,"121.95,31.49"
9021,"121.21,31.01"
9022,"121.64,31.08"
9023,"121.46,31.04"
9024,"121.54,31.18"
9025,"121.60,31.30"
9026,"121.75,31.19"
9027,"121.41,31.18"
9028,"121.49,31.37"
9029,"121.51,31.30"
9030,"121.37,31.47"
9031,"121.52,31.28"
9032,"121.25,31.42"
9033,"121.25,31.43"
9034,"121.37,31.16"
9035,"121.56,31.20"
9036,"121.48,31.37"
9037,"121.67,31.09"
9038,"121.06,31.00"
9039,"121.69,30.86"
9040,"121.25,31.33"
9041,"121.00,31.07"
9042,"121.33,31.09"
9043,"120.96,31.09"
9044,"121.74,31.12"
9045,"121.30,30.98"
9046,"121.36,31.45"
9047,"121.31,31.11"
9048,"121.25,30.95"
9049,"121.28,30.87"
9050,"121.67,31.31"
9051,"121.30,31.78"
9052,"121.75,31.14"
9053,"121.96,30.88"
9054,"121.79,31.03"
9055,"121.40,31.34"
9056,"121.38,31.44"
9057,"121.39,31.10"
9058,"121.78,30.87"
9059,"121.43,31.23"
9060,"121.28,30.79"
9061,"121.14,30.93"
9062,"121.36,30.75"
9063,"121.48,30.96"
9064,"120.91,31.06"
9065,"121.49,31.25"
9066,"121.07,31.17"
9067,"121.74,30.99"
9068,"121.23,30.94"
9069,"121.55,31.08"
9070,"121.35,31.34"
9071,"121.45,31.69"
9072,"121.59,31.28"
9073,"121.19,31.09"
9074,"121.24,31.32"
9075,"121.48,31.21"
9076,"121.66,31.55"
9077,"121.76,31.53"
9078,"121.57,30.96"
9079,"121.30,30.78"
9080,"121.34,31.12"
9081,"121.81,30.88"
9082,"121.17,30.96"
9083,"121.83,31.06"
9084,"120.88,31.11"
9085,"121.24,31.12"
9086,"121.42,31.27"
9087,"121.54,31.29"
9088,"121.23,31.29"
9089,"121.28,30.75"
9090,"121.30,31.28"
9091,"121.28,31.23"
9092,"121.51,30.91"
9093,"121.72,30.88"
9094,"121.21,31.38"
9095,"121.11,31.16"
9096,"121.16,30.79"
9097,"121.64,31.13"
9098,"121.67,31.16"
9099,"121.29,31.09"
9100,"121.12,30.99"
9101,"121.90,30.94"
9102,"121.10,31.12"
9103,"121.60,31.54"
9104,"121.45,31.23"
9105,"121.30,31.30"
9106,"121.37,31.49"
9107,"121.26,31.45"
9108,"121.63,30.92"
9109,"121.50,31.13"
9110,"121.28,30.74"
9111,"121.46,30.96"
9112,"121.02,30.85"
9113,"121.42,31.66"
9114,"121.15,30.97"
9115,"121.18,30.91"
9116,"121.54,31.19"
9117,"121.22,31.44"
9118,"121.10,31.26"
9119,"121.45,30.87"
9120,"121.57,30.83"
9121,"121.88,30.94"
9122,"121.44,30.85"
9123,"121.33,31.41"
9124,"121.32,30.99"
9125,"121.32,30.96"
9126,"121.37,31.45"
9127,"121.70,31.02"
9128,"121.45,30.94"
9129,"121.67,31.26"
9130,"121.53,30.92"
9131,"121.27,31.27"
9132,"121.38,31.05"
9133,"121.69,31.01"
9134,"121.32,30.84"
9135,"121.66,31.04"
9136,"121.73,31.59"
9137,"121.08,31.22"
9138,"121.14,31.16"
9139,"121.86,31.50"
9140,"121.31,31.39"
9141,"121.63,31.24"
9142,"121.20,31.29"
9143,"121.34,31.81"
9144,"121.34,31.24"
9145,"121.12,30.93"
9146,"121.52,31.07"
9147,"121.54,31.11"
9148,"121.14,31.25"
9149,"121.15,31.04"
9150,"121.79,30.85"
9151,"121.94,30.89"
9152,"121.20,31.23"
9153,"121.52,31.27"
9154,"121.18,31.31"
9155,"121.35,30.77"
9156,"121.63,31.20"
9157,"121.84,30.86"
9158,"121.50,30.95"
9159,"121.42,31.14"
9160,"121.43,30.91"
9161,"121.78,31.01"
9162,"121.56,31.28"
9163,"121.14,31.20"
9164,"121.42,30.85"
9165,"121.83,31.48"
9166,"121.08,31.10"
9167,"121.29,30.97"
9168,"121.16,31.39"
9169,"121.15,31.11"
9170,"121.06,31.07"
9171,"121.27,31.24"
9172,"121.43,31.02"
9173,"121.54,31.16"
9174,"121.01,31.13"
9175,"121.35,30.85"
9176,"121.53,31.22"
9177,"121.60,31.20"
9178,"121.61,31.33"
9179,"121.52,30.82"
9180,"121.18,31.29"
9181,"121.74,31.20"
9182,"121.60,31.33"
9183,"121.24,30.84"
9184,"121.32,31.14"
9185,"121.63,31.43"
9186,"121.57,31.20"
9187,"121.48,31.05"
9188,"121.42,31.62"
9189,"121.49,31.39"
9190,"121.13,31.18"
9191,"121.83,30.97"
9192,"121.12,31.20"
9193,"121.05,31.14"
9194,"121.71,30.91"
9195,"121.32,31.34"
9196,"121.56,31.29"
9197,"121.38,31.10"
9198,"121.68,31.05"
9199,"121.42,31.28"
9200,"121.19,30.90"
9201,"121.22,31.77"
9202,"121.53,31.29"
9203,"121.73,31.04"
9204,"121.66,31.19"
9205,"121.62,31.20"
9206,"121.71,31.24"
9207,"121.28,31.29"
9208,"121.36,31.08"
9209,"121.62,31.09"
9210,"121.52,31.22"
9211,"121.57,31.36"
9212,"121.74,31.09"
9213,"121.36,31.34"
9214,"121.49,30.90"
9215,"121.17,31.32"
9216,"121.77,31.15"
9217,"121.88,30.87"
9218,"121.41,31.24"
9219,"121.62,31.33"
9220,"121.15,31.17"
9221,"121.44,31.06"
9222,"121.38,31.00"
9223,"121.71,31.02"
9224,"121.48,31.02"
9225,"121.32,31.38"
9226,"121.63,31.16"
9227,"121.63,31.34"
9228,"121.36,31.33"
9229,"121.77,30.99"
9230,"121.91,30.89"
9231,"121.29,31.30"
9232,"120.95,31.06"
9233,"121.02,30.97"
9234,"121.26,31.47"
9235,"121.47,30.91"
9236,"121.46,31.38"
9237,"121.59,30.91"
9238,"121.26,30.91"
9239,"121.70,31.01"
9240,"121.25,31.48"
9241,"121.19,30.99"
9242,"121.25,31.18"
9243,"121.88,30.93"
9244,"121.47,31.34"
9245,"121.39,30.91"
9246,"121.44,31.37"
9247,"121.55,31.35"
9248,"121.15,31.23"
9249,"121.66,31.21"
9250,"121.67,30.98"
9251,"121.10,31.15"
9252,"121.66,31.06"
9253,"121.81,31.36"
9254,"121.36,31.05"
9255,"121.27,30.79"
9256,"121.17,31.30"
9257,"121.50,31.12"
9258,"121.10,30.98"
9259,"121.77,31.55"
9260,"121.02,31.13"
9261,"121.26,31.29"
9262,"121.14,30.94"
9263,"121.86,31.33"
9264,"121.63,31.11"
9265,"121.92,30.93"
9266,"121.45,31.07"
9267,"121.47,31.65"
9268,"121.38,31.35"
9269,"121.56,31.13"
9270,"121.53,30.99"
9271,"121.40,31.10"
9272,"121.37,30.74"
9273,"121.15,31.21"
9274,"121.35,31.37"
9275,"120.90,31.12"
9276,"121.48,31.68"
9277,"121.20,30.92"
9278,"121.37,31.39"
9279,"121.16,31.17"
9280,"121.44,31.27"
9281,"121.42,31.78"
9282,"121.16,31.26"
9283,"121.23,31.01"
9284,"121.18,31.38"
9285,"121.22,31.17"
9286,"121.32,30.82"
9287,"121.84,30.95"
9288,"121.51,31.24"
9289,"121.31,30.84"
9290,"121.73,30.93"
9291,"121.53,30.84"
9292,"121.25,31.31"
9293,"121.61,31.09"
9294,"121.38,31.27"
9295,"121.42,30.97"
9296,"121.23,31.37"
9297,"121.85,30.88"
9298,"121.13,31.14"
9299,"121.19,31.42"
9300,"121.14,31.10"
9301,"121.42,31.48"
9302,"121.31,30.90"
9303,"121.20,30.94"
9304,"121.51,31.72"
9305,"121.13,31.22"
9306,"121.27,31.46"
9307,"121.79,31.00"
9308,"121.41,30.98"
9309,"121.38,30.83"
9310,"121.15,30.92"
9311,"121.29,31.41"
9312,"121.14,31.22"
9313,"121.89,30.89"
9314,"121.23,31.15"
9315,"121.32,31.11"
9316,"121.42,30.87"
9317,"121.35,30.94"
9318,"121.05,31.12"
9319,"121.51,30.93"
9320,"121.57,31.32"
9321,"121.91,30.96"
9322,"121.23,31.43"
9323,"121.52,30.99"
9324,"121.31,31.26"
9325,"121.75,30.91"
9326,"121.71,31.40"
9327,"121.10,31.08"
9328,"121.67,31.28"
9329,"121.45,31.12"
9330,"121.45,30.86"
9331,"121.69,31.02"
9332,"121.79,30.98"
9333,"121.68,31.54"
9334,"121.32,31.77"
9335,"121.46,31.09"
9336,"121.52,31.35"
9337,"121.77,31.36"
9338,"121.32,31.02"
9339,"121.65,30.98"
9340,"121.68,30.93"
9341,"121.41,31.31"
9342,"121.58,30.98"
9343,"121.25,30.82"
9344,"121.57,31.16"
9345,"121.24,31.73"
9346,"121.29,31.17"
9347,"121.05,30.90"
9348,"121.11,31.03"
9349,"121.47,30.96"
9350,"121.36,31.26"
9351,"121.67,31.15"
9352,"121.07,31.21"
9353,"121.70,31.63"
9354,"121.31,30.92"
9355,"121.26,30.82"
9356,"121.59,31.36"
9357,"121.21,31.07"
9358,"121.64,31.31"
9359,"121.02,31.12"
9360,"121.72,31.08"
9361,"121.35,31.44"
9362,"121.03,31.13"
9363,"121.75,30.89"
9364,"121.26,31.06"
9365,"121.38,31.21"
9366,"121.90,30.87"
9367,"121.62,31.30"
9368,"121.65,31.10"
9369,"121.05,30.89"
9370,"121.41,31.76"
9371,"121.22,31.78"
9372,"121.71,30.94"
9373,"121.55,31.14"
9374,"121.41,31.28"
9375,"121.43,31.61"
9376,"121.96,31.51"
9377,"121.81,31.05"
9378,"121.44,31.02"
9379,"121.30,31.11"
9380,"121.80,30.92"
9381,"121.38,30.75"
9382,"121.11,31.26"
9383,"121.81,30.85"
9384,"121.30,31.07"
9385,"121.60,31.02"
9386,"121.33,31.81"
9387,"121.33,31.24"
9388,"120.92,31.06"
9389,"121.82,31.51"
9390,"121.54,30.96"
9391,"121.18,30.84"
9392,"121.47,31.37"
9393,"121.56,31.15"
9394,"121.64,30.98"
9395,"121.30,31.15"
9396,"121.84,30.88"
9397,"121.28,30.77"
9398,"121.00,30.91"
9399,"121.26,31.09"
9400,"121.68,31.16"
9401,"121.35,31.43"
9402,"121.45,30.84"
9403,"121.82,30.95"
9404,"121.14,30.99"
9405,"121.50,31.40"
9406,"121.15,31.02"
9407,"121.38,30.78"
9408,"121.11,31.36"
9409,"121.70,30.90"
9410,"121.48,30.91"
9411,"121.57,31.26"
9412,"121.21,31.39"
9413,"121.41,30.89"
9414,"121.40,31.23"
9415,"121.48,31.08"
9416,"121.46,31.60"
9417,"121.08,31.29"
9418,"121.36,30.88"
9419,"121.53,31.00"
9420,"121.31,30.94"
9421,"121.60,31.29"
9422,"121.75,31.02"
9423,"121.19,31.38"
9424,"121.67,31.32"
9425,"121.58,31.19"
9426,"121.41,31.09"
9427,"121.20,31.34"
9428,"121.58,31.12"
9429,"121.42,31.63"
9430,"121.78,31.15"
9431,"121.74,31.35"
9432,"121.38,31.28"
9433,"121.18,31.16"
9434,"121.26,31.08"
9435,"121.40,31.32"
9436,"121.70,31.20"
9437,"121.52,31.09"
9438,"121.33,31.02"
9439,"121.20,31.36"
9440,"120.98,31.06"
9441,"121.86,30.90"
9442,"121.72,31.01"
9443,"120.96,31.08"
9444,"121.47,31.10"
9445,"121.76,31.21"
9446,"121.89,30.87"
9447,"121.82,30.90"
9448,"121.84,31.34"
9449,"121.27,31.22"
9450,"121.49,30.98"
9451,"121.20,30.91"
9452,"121.36,30.95"
9453,"121.49,31.69"
9454,"121.45,31.61"
9455,"121.30,31.34"
9456,"121.63,31.25"
9457,"121.27,30.74"
9458,"121.21,31.34"
9459,"121.75,31.13"
9460,"121.04,30.90"
9461,"120.97,31.03"
9462,"121.04,30.85"
9463,"121.82,30.92"
9464,"121.66,30.92"
9465,"121.26,31.07"
9466,"121.28,30.76"
9467,"121.79,31.18"
9468,"121.82,31.14"
9469,"121.36,31.15"
9470,"121.25,31.11"
9471,"121.66,31.37"
9472,"121.49,31.41"
9473,"121.65,31.34"
9474,"121.37,31.63"
9475,"121.12,31.29"
9476,"121.39,31.18"
9477,"121.73,30.98"
9478,"121.13,30.93"
9479,"121.29,30.81"
9480,"121.44,31.36"
9481,"121.28,31.21"
9482,"121.23,31.07"
9483,"121.20,31.39"
9484,"121.72,31.57"
9485,"121.78,30.99"
9486,"121.05,31.07"
9487,"121.63,31.01"
9488,"121.54,31.09"
9489,"121.50,31.35"
9490,"121.23,31.41"
9491,"121.31,30.75"
9492,"121.33,30.78"
9493,"121.74,31.14"
9494,"121.76,31.22"
9495,"121.27,31.36"
9496,"121.29,31.01"
9497,"121.60,31.16"
9498,"121.36,30.90"
9499,"121.45,31.42"
9500,"121.13,31.13"
9501,"121.65,31.33"
9502,"121.18,31.44"
9503,"121.08,31.16"
9504,"121.74,31.02"
9505,"121.46,30.79"
9506,"121.92,30.84"
9507,"121.80,31.53"
9508,"121.23,31.22"
9509,"121.12,31.37"
9510,"121.58,31.48"
9511,"121.43,31.37"
9512,"121.80,30.99"
9513,"121.60,31.11"
9514,"121.15,31.05"
9515,"121.38,31.07"
9516,"121.58,30.92"
9517,"121.32,31.46"
9518,"121.45,31.68"
9519,"121.69,31.18"
9520,"121.63,31.31"
9521,"121.80,31.12"
9522,"121.64,30.90"
9523,"121.35,30.89"
9524,"121.27,31.32"
9525,"121.12,30.89"
9526,"121.73,31.23"
9527,"121.15,30.82"
9528,"121.34,30.96"
9529,"121.13,31.30"
9530,"121.76,31.05"
9531,"121.34,30.83"
9532,"121.54,30.85"
9533,"121.61,31.13"
9534,"121.44,30.98"
9535,"121.57,31.31"
9536,"121.53,31.23"
9537,"121.49,30.97"
9538,"121.81,30.91"
9539,"121.17,31.25"
9540,"121.67,31.23"
9541,"121.46,31.11"
9542,"121.59,30.98"
9543,"121.58,31.31"
9544,"121.39,31.39"
9545,"121.49,31.38"
9546,"121.58,31.57"
9547,"121.75,30.99"
9548,"121.97,30.88"
9549,"121.70,31.03"
9550,"121.71,30.86"
9551,"121.01,31.05"
9552,"121.16,31.19"
9553,"121.24,31.38"
9554,"121.51,31.01"
9555,"121.31,31.74"
9556,"121.13,31.07"
9557,"121.65,31.23"
9558,"121.49,31.23"
9559,"121.37,31.28"
9560,"121.27,30.72"
9561,"121.34,31.06"
9562,"120.98,31.09"
9563,"121.79,31.06"
9564,"121.38,31.47"
9565,"121.38,30.98"
9566,"121.35,31.40"
9567,"121.58,31.29"
9568,"121.82,30.86"
9569,"121.43,31.35"
9570,"121.84,30.99"
9571,"121.52,31.06"
9572,"121.28,30.81"
9573,"121.78,31.35"
9574,"121.62,31.61"
9575,"121.31,30.99"
9576,"121.46,31.37"
9577,"121.36,31.28"
9578,"121.30,30.73"
9579,"121.66,31.14"
9580,"121.31,31.24"
9581,"121.43,31.00"
9582,"121.65,31.32"
9583,"121.03,30.97"
9584,"121.16,31.24"
9585,"121.48,31.58"
9586,"121.40,30.98"
9587,"121.45,31.33"
9588,"121.36,31.00"
9589,"121.01,31.11"
9590,"121.09,31.22"
9591,"121.51,31.21"
9592,"121.79,31.17"
9593,"121.80,31.08"
9594,"121.43,31.12"
9595,"121.31,31.21"
9596,"121.28,31.12"
9597,"121.60,31.10"
9598,"121.26,31.26"
9599,"121.33,31.70"
9600,"121.65,31.05"
9601,"121.68,31.22"
9602,"121.41,31.40"
9603,"121.46,31.22"
9604,"121.45,31.10"
9605,"121.15,31.12"
9606,"121.67,31.11"
9607,"121.11,31.21"
9608,"121.63,31.57"
9609,"121.22,31.05"
9610,"121.26,31.00"
9611,"121.37,30.76"
9612,"121.64,31.29"
9613,"121.57,31.38"
9614,"121.45,31.37"
9615,"121.77,31.12"
9616,"121.21,30.95"
9617,"120.99,31.05"
9618,"121.21,31.15"
9619,"121.31,30.79"
9620,"121.90,30.89"
9621,"121.26,30.83"
9622,"121.07,30.90"
9623,"121.56,31.62"
9624,"121.33,30.95"
9625,"121.45,30.80"
9626,"121.16,31.22"
9627,"121.60,31.31"
9628,"121.39,30.95"
9629,"121.53,31.04"
9630,"121.07,30.86"
9631,"121.09,31.13"
9632,"121.82,31.10"
9633,"121.61,30.97"
9634,"121.32,31.06"
9635,"121.28,31.13"
9636,"121.34,31.27"
9637,"121.38,31.06"
9638,"121.29,31.50"
9639,"121.49,31.32"
9640,"121.38,31.29"
9641,"121.12,31.26"
9642,"121.63,31.06"
9643,"121.80,31.05"
9644,"121.35,31.47"
9645,"121.46,31.40"
9646,"121.18,31.42"
9647,"121.68,30.87"
9648,"121.40,31.62"
9649,"121.09,31.15"
9650,"121.26,31.23"
9651,"121.37,31.13"
9652,"121.45,31.66"
9653,"121.45,31.06"
9654,"121.46,31.65"
9655,"121.20,31.05"
9656,"121.20,31.10"
9657,"121.36,31.83"
9658,"121.18,30.97"
9659,"121.15,31.33"
9660,"121.09,31.23"
9661,"121.24,30.93"
9662,"121.24,31.37"
9663,"121.44,31.26"
9664,"121.28,31.22"
9665,"121.43,31.42"
9666,"121.82,31.45"
9667,"121.41,31.03"
9668,"121.78,31.14"
9669,"121.40,30.93"
9670,"121.81,31.51"
9671,"121.39,31.48"
9672,"121.36,30.94"
9673,"121.57,30.92"
9674,"121.56,31.23"
9675,"121.46,31.41"
9676,"121.27,31.16"
9677,"121.20,30.79"
9678,"121.10,30.89"
9679,"121.58,30.88"
9680,"121.15,31.20"
9681,"121.43,31.39"
9682,"121.17,31.14"
9683,"121.24,31.13"
9684,"121.21,31.26"
9685,"121.19,31.12"
9686,"121.55,30.91"
9687,"121.33,31.77"
9688,"121.34,31.25"
9689,"121.39,31.00"
9690,"121.37,31.48"
9691,"121.95,30.91"
9692,"121.83,31.37"
9693,"121.58,31.45"
9694,"121.46,30.95"
9695,"121.22,31.20"
9696,"121.50,30.94"
9697,"121.34,31.42"
9698,"121.23,31.05"
9699,"121.44,31.15"
9700,"121.32,30.90"
9701,"121.55,31.20"
9702,"121.36,31.13"
9703,"121.20,31.33"
9704,"121.41,31.63"
9705,"121.28,31.77"
9706,"121.38,30.91"
9707,"121.64,31.24"
9708,"121.21,31.27"
9709,"121.14,31.08"
9710,"121.20,30.97"
9711,"121.52,31.29"
9712,"121.22,31.02"
9713,"121.63,31.23"
9714,"121.33,31.49"
9715,"121.10,31.13"
9716,"121.29,31.27"
9717,"121.30,31.27"
9718,"121.80,31.47"
9719,"121.50,31.00"
9720,"121.72,31.02"
9721,"121.80,30.85"
9722,"121.20,30.85"
9723,"121.14,31.01"
9724,"121.52,31.36"
9725,"121.73,31.05"
9726,"121.66,31.58"
9727,"121.18,31.39"
9728,"121.27,31.11"
9729,"121.85,30.87"
9730,"121.43,31.26"
9731,"121.56,31.17"
9732,"121.23,31.45"
9733,"121.20,31.35"
9734,"121.33,30.91"
9735,"121.51,31.03"
9736,"121.17,30.94"
9737,"121.70,31.37"
9738,"121.75,31.22"
9739,"121.26,30.86"
9740,"121.05,31.11"
9741,"121.34,30.95"
9742,"121.54,30.82"
9743,"121.32,31.45"
9744,"121.16,31.04"
9745,"121.48,31.31"
9746,"121.07,30.87"
9747,"121.19,31.45"
9748,"121.39,31.13"
9749,"121.19,31.27"
9750,"121.78,31.53"
9751,"121.04,31.01"
9752,"121.44,30.89"
9753,"121.08,31.08"
9754,"121.66,31.27"
9755,"121.34,31.10"
9756,"121.70,31.55"
9757,"121.41,31.33"
9758,"121.64,31.53"
9759,"121.33,30.94"
9760,"121.28,30.97"
9761,"121.76,31.16"
9762,"121.35,30.79"
9763,"121.29,31.07"
9764,"121.84,30.92"
9765,"121.68,30.91"
9766,"121.57,31.58"
9767,"120.89,31.12"
9768,"121.36,31.11"
9769,"121.14,31.03"
9770,"121.57,31.08"
9771,"121.78,31.06"
9772,"121.38,31.08"
9773,"121.73,31.41"
9774,"121.31,31.28"
9775,"121.49,31.15"
9776,"121.91,30.91"
9777,"121.64,31.03"
9778,"121.68,31.29"
9779,"121.26,31.27"
9780,"121.24,30.98"
9781,"121.19,30.98"
9782,"121.57,31.06"
9783,"121.36,31.37"
9784,"121.05,30.92"
9785,"121.31,31.75"
9786,"121.24,31.49"
9787,"121.41,31.69"
9788,"121.92,30.86"
9789,"120.97,31.06"
9790,"121.85,31.33"
9791,"121.30,31.16"
9792,"121.41,31.68"
9793,"121.47,30.83"
9794,"121.16,31.00"
9795,"121.31,30.88"
9796,"121.19,30.85"
9797,"121.21,31.13"
9798,"121.24,31.36"
9799,"121.40,30.81"
9800,"121.60,31.24"
9801,"121.30,30.93"
9802,"121.18,31.08"
9803,"121.55,30.89"
9804,"120.91,31.13"
9805,"121.21,31.43"
9806,"121.59,30.87"
9807,"121.47,30.94"
9808,"121.45,31.18"
9809,"121.33,31.39"
9810,"121.74,30.97"
9811,"121.42,31.39"
9812,"121.33,31.29"
9813,"121.27,31.03"
9814,"121.34,31.46"
9815,"121.13,31.06"
9816,"121.36,30.97"
9817,"121.10,30.88"
9818,"121.76,31.60"
9819,"121.61,31.54"
9820,"121.34,31.70"
9821,"121.80,31.14"
9822,"121.77,31.46"
9823,"121.25,31.05"
9824,"121.60,31.64"
9825,"121.55,31.36"
9826,"121.63,31.07"
9827,"121.35,31.19"
9828,"121.34,31.75"
9829,"121.69,30.93"
9830,"121.75,31.05"
9831,"121.31,31.38"
9832,"121.32,30.93"
9833,"121.23,31.21"
9834,"121.19,31.30"
9835,"121.41,31.47"
9836,"121.32,31.32"
9837,"121.17,31.16"
9838,"121.52,31.61"
9839,"121.48,31.16"
9840,"121.53,30.98"
9841,"121.27,31.04"
9842,"121.16,31.45"
9843,"121.38,31.64"
9844,"121.49,31.36"
9845,"121.33,31.40"
9846,"121.18,31.26"
9847,"121.03,31.11"
9848,"121.58,30.96"
9849,"121.57,31.00"
9850,"121.30,31.45"
9851,"121.72,31.11"
9852,"121.83,31.01"
9853,"121.57,31.22"
9854,"121.28,31.20"
9855,"121.37,31.23"
9856,"121.12,31.00"
9857,"121.32,31.05"
9858,"121.58,31.09"
9859,"121.15,30.86"
9860,"121.26,31.12"
9861,"121.32,31.68"
9862,"121.21,31.33"
9863,"121.77,31.17"
9864,"121.60,31.09"
9865,"120.96,31.04"
9866,"121.47,31.68"
9867,"121.69,30.96"
9868,"121.00,31.05"
9869,"121.47,31.20"
9870,"121.75,31.58"
9871,"121.43,31.19"
9872,"121.39,31.33"
9873,"121.83,31.51"
9874,"121.72,31.03"
9875,"121.82,31.33"
9876,"121.55,31.25"
9877,"121.77,31.03"
9878,"121.49,30.95"
9879,"121.29,30.71"
9880,"121.43,31.72"
9881,"121.72,31.10"
9882,"121.19,31.10"
9883,"121.34,31.47"
9884,"121.33,30.87"
9885,"121.82,30.94"
9886,"121.04,31.14"
9887,"121.84,31.52"
9888,"121.43,31.43"
9889,"121.55,31.61"
9890,"121.28,31.35"
9891,"121.44,31.03"
9892,"121.05,31.10"
9893,"121.46,31.14"
9894,"121.57,30.88"
9895,"121.53,31.18"
9896,"120.89,31.11"
9897,"121.25,30.81"
9898,"120.99,31.07"
9899,"121.34,31.14"
9900,"121.41,30.81"
9901,"121.24,31.08"
9902,"121.70,31.27"
9903,"121.45,31.43"
9904,"121.20,31.79"
9905,"121.65,31.27"
9906,"121.45,31.67"
9907,"121.65,31.30"
9908,"121.37,31.22"
