,address,address_lng,address_lat,Subway_number_list,Bus_number_list,University_number_list,Middle_School_number_list
9040,"121.25,31.33",121.25,31.33,0.0,4.0,0.0,0.0
9041,"121.00,31.07",121.0,31.07,0.0,1.0,0.0,0.0
9042,"121.33,31.09",121.33,31.09,0.0,4.0,0.0,0.0
9043,"120.96,31.09",120.96,31.09,0.0,7.0,0.0,0.0
9044,"121.74,31.12",121.74,31.12,0.0,10.0,0.0,0.0
9045,"121.30,30.98",121.3,30.98,0.0,3.0,0.0,0.0
9046,"121.36,31.45",121.36,31.45,0.0,4.0,0.0,0.0
9047,"121.31,31.11",121.31,31.11,0.0,8.0,0.0,1.0
9048,"121.25,30.95",121.25,30.95,0.0,9.0,0.0,0.0
9049,"121.28,30.87",121.28,30.87,0.0,6.0,0.0,0.0
9050,"121.67,31.31",121.67,31.31,0.0,8.0,0.0,0.0
9051,"121.30,31.78",121.3,31.78,0.0,2.0,0.0,0.0
9052,"121.75,31.14",121.75,31.14,0.0,10.0,0.0,0.0
9053,"121.96,30.88",121.96,30.88,0.0,0.0,0.0,0.0
9054,"121.79,31.03",121.79,31.03,1.0,10.0,0.0,0.0
9055,"121.40,31.34",121.4,31.34,0.0,9.0,0.0,2.0
9056,"121.38,31.44",121.38,31.44,0.0,2.0,0.0,0.0
9057,"121.39,31.10",121.39,31.1,2.0,10.0,2.0,1.0
9058,"121.78,30.87",121.78,30.87,0.0,0.0,0.0,0.0
9059,"121.43,31.23",121.43,31.23,6.0,10.0,10.0,6.0
9060,"121.28,30.79",121.28,30.79,0.0,8.0,0.0,0.0
9061,"121.14,30.93",121.14,30.93,0.0,1.0,0.0,0.0
9062,"121.36,30.75",121.36,30.75,0.0,10.0,0.0,1.0
9063,"121.48,30.96",121.48,30.96,0.0,10.0,0.0,1.0
9064,"120.91,31.06",120.91,31.06,0.0,0.0,0.0,0.0
9065,"121.49,31.25",121.49,31.25,4.0,10.0,9.0,5.0
9066,"121.07,31.17",121.07,31.17,0.0,3.0,0.0,0.0
9067,"121.74,30.99",121.74,30.99,0.0,3.0,0.0,0.0
9068,"121.23,30.94",121.23,30.94,0.0,10.0,0.0,0.0
9069,"121.55,31.08",121.55,31.08,0.0,10.0,0.0,0.0
9070,"121.35,31.34",121.35,31.34,0.0,6.0,0.0,0.0
9071,"121.45,31.69",121.45,31.69,0.0,0.0,0.0,0.0
9072,"121.59,31.28",121.59,31.28,3.0,10.0,3.0,5.0
9073,"121.19,31.09",121.19,31.09,0.0,5.0,0.0,0.0
9074,"121.24,31.32",121.24,31.32,0.0,8.0,0.0,0.0
9075,"121.48,31.21",121.48,31.21,4.0,10.0,8.0,10.0
9076,"121.66,31.55",121.66,31.55,0.0,0.0,0.0,0.0
9077,"121.76,31.53",121.76,31.53,0.0,8.0,0.0,1.0
9078,"121.57,30.96",121.57,30.96,0.0,3.0,0.0,0.0
9079,"121.30,30.78",121.3,30.78,0.0,10.0,0.0,0.0
9080,"121.34,31.12",121.34,31.12,0.0,10.0,0.0,0.0
9081,"121.81,30.88",121.81,30.88,0.0,6.0,0.0,0.0
9082,"121.17,30.96",121.17,30.96,0.0,4.0,0.0,0.0
9083,"121.83,31.06",121.83,31.06,0.0,10.0,0.0,0.0
9084,"120.88,31.11",120.88,31.11,0.0,3.0,0.0,0.0
9085,"121.24,31.12",121.24,31.12,0.0,10.0,0.0,0.0
9086,"121.42,31.27",121.42,31.27,2.0,10.0,2.0,5.0
9087,"121.54,31.29",121.54,31.29,2.0,10.0,6.0,10.0
9088,"121.23,31.29",121.23,31.29,0.0,8.0,4.0,1.0
9089,"121.28,30.75",121.28,30.75,0.0,10.0,0.0,0.0
9090,"121.30,31.28",121.3,31.28,0.0,9.0,0.0,1.0
9091,"121.28,31.23",121.28,31.23,0.0,7.0,0.0,0.0
9092,"121.51,30.91",121.51,30.91,0.0,10.0,0.0,1.0
9093,"121.72,30.88",121.72,30.88,0.0,6.0,0.0,0.0
9094,"121.21,31.38",121.21,31.38,0.0,5.0,0.0,0.0
9095,"121.11,31.16",121.11,31.16,1.0,10.0,1.0,2.0
9096,"121.16,30.79",121.16,30.79,0.0,9.0,0.0,0.0
9097,"121.64,31.13",121.64,31.13,0.0,10.0,1.0,0.0
9098,"121.67,31.16",121.67,31.16,0.0,2.0,0.0,0.0
9099,"121.29,31.09",121.29,31.09,0.0,10.0,0.0,0.0
9100,"121.12,30.99",121.12,30.99,0.0,8.0,0.0,0.0
9101,"121.90,30.94",121.9,30.94,0.0,1.0,0.0,0.0
9102,"121.10,31.12",121.1,31.12,0.0,2.0,0.0,0.0
9103,"121.60,31.54",121.6,31.54,0.0,3.0,0.0,0.0
9104,"121.45,31.23",121.45,31.23,1.0,10.0,10.0,10.0
9105,"121.30,31.30",121.3,31.3,0.0,10.0,0.0,1.0
9106,"121.37,31.49",121.37,31.49,0.0,1.0,0.0,0.0
9107,"121.26,31.45",121.26,31.45,0.0,5.0,0.0,0.0
9108,"121.63,30.92",121.63,30.92,0.0,10.0,0.0,0.0
9109,"121.50,31.13",121.5,31.13,1.0,10.0,0.0,1.0
9110,"121.28,30.74",121.28,30.74,0.0,7.0,0.0,0.0
9111,"121.46,30.96",121.46,30.96,0.0,10.0,0.0,0.0
9112,"121.02,30.85",121.02,30.85,0.0,2.0,0.0,0.0
9113,"121.42,31.66",121.42,31.66,0.0,10.0,0.0,0.0
9114,"121.15,30.97",121.15,30.97,0.0,10.0,1.0,0.0
9115,"121.18,30.91",121.18,30.91,0.0,10.0,1.0,3.0
9116,"121.54,31.19",121.54,31.19,4.0,10.0,1.0,5.0
9117,"121.22,31.44",121.22,31.44,0.0,7.0,0.0,0.0
9118,"121.10,31.26",121.1,31.26,0.0,10.0,0.0,1.0
9119,"121.45,30.87",121.45,30.87,0.0,1.0,0.0,0.0
9120,"121.57,30.83",121.57,30.83,0.0,0.0,0.0,0.0
9121,"121.88,30.94",121.88,30.94,0.0,10.0,0.0,1.0
9122,"121.44,30.85",121.44,30.85,0.0,8.0,0.0,0.0
9123,"121.33,31.41",121.33,31.41,0.0,6.0,0.0,0.0
9124,"121.32,30.99",121.32,30.99,0.0,4.0,0.0,0.0
9125,"121.32,30.96",121.32,30.96,0.0,10.0,0.0,0.0
9126,"121.37,31.45",121.37,31.45,0.0,7.0,0.0,0.0
9127,"121.70,31.02",121.7,31.02,0.0,9.0,0.0,1.0
9128,"121.45,30.94",121.45,30.94,1.0,10.0,0.0,0.0
9129,"121.67,31.26",121.67,31.26,0.0,10.0,2.0,0.0
9130,"121.53,30.92",121.53,30.92,0.0,10.0,0.0,0.0
9131,"121.27,31.27",121.27,31.27,0.0,4.0,0.0,0.0
9132,"121.38,31.05",121.38,31.05,0.0,10.0,0.0,0.0
9133,"121.69,31.01",121.69,31.01,0.0,3.0,0.0,0.0
9134,"121.32,30.84",121.32,30.84,0.0,7.0,0.0,0.0
9135,"121.66,31.04",121.66,31.04,0.0,10.0,0.0,0.0
9136,"121.73,31.59",121.73,31.59,0.0,2.0,0.0,0.0
9137,"121.08,31.22",121.08,31.22,0.0,5.0,0.0,0.0
9138,"121.14,31.16",121.14,31.16,1.0,10.0,0.0,1.0
9139,"121.86,31.50",121.86,31.5,0.0,0.0,0.0,0.0
9140,"121.31,31.39",121.31,31.39,0.0,8.0,1.0,0.0
9141,"121.63,31.24",121.63,31.24,0.0,8.0,1.0,0.0
9142,"121.20,31.29",121.2,31.29,0.0,6.0,0.0,0.0
9143,"121.34,31.81",121.34,31.81,0.0,2.0,0.0,0.0
9144,"121.34,31.24",121.34,31.24,1.0,10.0,1.0,0.0
9145,"121.12,30.93",121.12,30.93,0.0,3.0,0.0,0.0
9146,"121.52,31.07",121.52,31.07,1.0,10.0,0.0,0.0
9147,"121.54,31.11",121.54,31.11,0.0,10.0,0.0,0.0
9148,"121.14,31.25",121.14,31.25,0.0,10.0,0.0,0.0
9149,"121.15,31.04",121.15,31.04,0.0,8.0,0.0,0.0
9150,"121.79,30.85",121.79,30.85,0.0,0.0,0.0,0.0
9151,"121.94,30.89",121.94,30.89,0.0,10.0,0.0,0.0
9152,"121.20,31.23",121.2,31.23,0.0,8.0,0.0,0.0
9153,"121.52,31.27",121.52,31.27,3.0,10.0,2.0,10.0
9154,"121.18,31.31",121.18,31.31,0.0,10.0,0.0,0.0
9155,"121.35,30.77",121.35,30.77,0.0,10.0,0.0,0.0
9156,"121.63,31.20",121.63,31.2,1.0,10.0,0.0,1.0
9157,"121.84,30.86",121.84,30.86,0.0,7.0,0.0,0.0
9158,"121.50,30.95",121.5,30.95,0.0,9.0,0.0,0.0
9159,"121.42,31.14",121.42,31.14,1.0,10.0,2.0,3.0
9160,"121.43,30.91",121.43,30.91,0.0,10.0,1.0,0.0
9161,"121.78,31.01",121.78,31.01,0.0,10.0,0.0,0.0
9162,"121.56,31.28",121.56,31.28,3.0,10.0,6.0,7.0
9163,"121.14,31.20",121.14,31.2,0.0,8.0,0.0,1.0
9164,"121.42,30.85",121.42,30.85,0.0,4.0,0.0,0.0
9165,"121.83,31.48",121.83,31.48,0.0,3.0,0.0,0.0
9166,"121.08,31.10",121.08,31.1,0.0,6.0,2.0,0.0
9167,"121.29,30.97",121.29,30.97,0.0,1.0,0.0,0.0
9168,"121.16,31.39",121.16,31.39,0.0,8.0,0.0,0.0
9169,"121.15,31.11",121.15,31.11,0.0,7.0,0.0,0.0
9170,"121.06,31.07",121.06,31.07,0.0,7.0,0.0,0.0
9171,"121.27,31.24",121.27,31.24,0.0,10.0,0.0,0.0
9172,"121.43,31.02",121.43,31.02,2.0,10.0,3.0,3.0
9173,"121.54,31.16",121.54,31.16,4.0,10.0,0.0,4.0
9174,"121.01,31.13",121.01,31.13,0.0,0.0,0.0,0.0
9175,"121.35,30.85",121.35,30.85,0.0,10.0,1.0,0.0
9176,"121.53,31.22",121.53,31.22,4.0,10.0,7.0,7.0
9177,"121.60,31.20",121.6,31.2,1.0,10.0,10.0,5.0
9178,"121.61,31.33",121.61,31.33,1.0,10.0,0.0,0.0
9179,"121.52,30.82",121.52,30.82,0.0,7.0,0.0,0.0
9180,"121.18,31.29",121.18,31.29,2.0,10.0,0.0,1.0
9181,"121.74,31.20",121.74,31.2,1.0,10.0,0.0,0.0
9182,"121.60,31.33",121.6,31.33,1.0,10.0,0.0,2.0
9183,"121.24,30.84",121.24,30.84,0.0,10.0,0.0,0.0
9184,"121.32,31.14",121.32,31.14,1.0,10.0,0.0,0.0
9185,"121.63,31.43",121.63,31.43,0.0,4.0,0.0,0.0
9186,"121.57,31.20",121.57,31.2,0.0,10.0,1.0,1.0
9187,"121.48,31.05",121.48,31.05,0.0,10.0,1.0,1.0
9188,"121.42,31.62",121.42,31.62,0.0,4.0,0.0,2.0
9189,"121.49,31.39",121.49,31.39,1.0,9.0,2.0,3.0
9190,"121.13,31.18",121.13,31.18,0.0,10.0,0.0,0.0
9191,"121.83,30.97",121.83,30.97,0.0,10.0,0.0,0.0
9192,"121.12,31.20",121.12,31.2,0.0,10.0,0.0,0.0
9193,"121.05,31.14",121.05,31.14,0.0,10.0,0.0,0.0
9194,"121.71,30.91",121.71,30.91,0.0,3.0,0.0,0.0
9195,"121.32,31.34",121.32,31.34,0.0,7.0,0.0,0.0
9196,"121.56,31.29",121.56,31.29,3.0,10.0,10.0,5.0
9197,"121.38,31.10",121.38,31.1,0.0,10.0,2.0,1.0
9198,"121.68,31.05",121.68,31.05,0.0,2.0,0.0,0.0
9199,"121.42,31.28",121.42,31.28,1.0,10.0,1.0,6.0
9200,"121.19,30.90",121.19,30.9,0.0,10.0,0.0,0.0
9201,"121.22,31.77",121.22,31.77,0.0,4.0,0.0,0.0
9202,"121.53,31.29",121.53,31.29,1.0,10.0,10.0,9.0
9203,"121.73,31.04",121.73,31.04,0.0,10.0,0.0,0.0
9204,"121.66,31.19",121.66,31.19,0.0,10.0,0.0,0.0
9205,"121.62,31.20",121.62,31.2,0.0,10.0,0.0,0.0
9206,"121.71,31.24",121.71,31.24,0.0,10.0,0.0,0.0
9207,"121.28,31.29",121.28,31.29,0.0,5.0,0.0,0.0
9208,"121.36,31.08",121.36,31.08,0.0,10.0,0.0,0.0
9209,"121.62,31.09",121.62,31.09,1.0,10.0,0.0,1.0
9210,"121.52,31.22",121.52,31.22,1.0,10.0,5.0,5.0
9211,"121.57,31.36",121.57,31.36,0.0,10.0,0.0,0.0
9212,"121.74,31.09",121.74,31.09,0.0,9.0,0.0,0.0
9213,"121.36,31.34",121.36,31.34,0.0,1.0,0.0,0.0
9214,"121.49,30.90",121.49,30.9,0.0,2.0,0.0,0.0
9215,"121.17,31.32",121.17,31.32,0.0,10.0,0.0,0.0
9216,"121.77,31.15",121.77,31.15,0.0,10.0,0.0,0.0
9217,"121.88,30.87",121.88,30.87,0.0,1.0,0.0,0.0
9218,"121.41,31.24",121.41,31.24,4.0,10.0,10.0,8.0
9219,"121.62,31.33",121.62,31.33,0.0,10.0,0.0,1.0
9220,"121.15,31.17",121.15,31.17,1.0,10.0,0.0,0.0
9221,"121.44,31.06",121.44,31.06,0.0,10.0,0.0,0.0
9222,"121.38,31.00",121.38,31.0,1.0,10.0,0.0,0.0
9223,"121.71,31.02",121.71,31.02,0.0,10.0,0.0,1.0
9224,"121.48,31.02",121.48,31.02,0.0,4.0,0.0,0.0
9225,"121.32,31.38",121.32,31.38,0.0,7.0,0.0,0.0
9226,"121.63,31.16",121.63,31.16,0.0,10.0,2.0,1.0
9227,"121.63,31.34",121.63,31.34,0.0,10.0,0.0,1.0
9228,"121.36,31.33",121.36,31.33,0.0,7.0,0.0,0.0
9229,"121.77,30.99",121.77,30.99,0.0,10.0,0.0,1.0
9230,"121.91,30.89",121.91,30.89,0.0,9.0,10.0,0.0
9231,"121.29,31.30",121.29,31.3,0.0,9.0,0.0,1.0
9232,"120.95,31.06",120.95,31.06,0.0,1.0,0.0,0.0
9233,"121.02,30.97",121.02,30.97,0.0,8.0,0.0,0.0
9234,"121.26,31.47",121.26,31.47,0.0,7.0,0.0,0.0
9235,"121.47,30.91",121.47,30.91,0.0,10.0,3.0,1.0
9236,"121.46,31.38",121.46,31.38,0.0,10.0,0.0,1.0
9237,"121.59,30.91",121.59,30.91,0.0,3.0,0.0,0.0
9238,"121.26,30.91",121.26,30.91,0.0,0.0,0.0,0.0
9239,"121.70,31.01",121.7,31.01,0.0,1.0,0.0,0.0
9240,"121.25,31.48",121.25,31.48,0.0,5.0,0.0,0.0
9241,"121.19,30.99",121.19,30.99,0.0,10.0,0.0,0.0
9242,"121.25,31.18",121.25,31.18,1.0,10.0,0.0,0.0
9243,"121.88,30.93",121.88,30.93,0.0,10.0,0.0,1.0
9244,"121.47,31.34",121.47,31.34,0.0,10.0,0.0,8.0
9245,"121.39,30.91",121.39,30.91,0.0,10.0,0.0,1.0
9246,"121.44,31.37",121.44,31.37,2.0,10.0,0.0,1.0
9247,"121.55,31.35",121.55,31.35,0.0,7.0,0.0,0.0
9248,"121.15,31.23",121.15,31.23,0.0,7.0,0.0,0.0
9249,"121.66,31.21",121.66,31.21,0.0,10.0,2.0,1.0
9250,"121.67,30.98",121.67,30.98,0.0,0.0,0.0,0.0
9251,"121.10,31.15",121.1,31.15,0.0,10.0,0.0,1.0
9252,"121.66,31.06",121.66,31.06,1.0,10.0,0.0,1.0
9253,"121.81,31.36",121.81,31.36,0.0,2.0,0.0,0.0
9254,"121.36,31.05",121.36,31.05,0.0,7.0,0.0,0.0
9255,"121.27,30.79",121.27,30.79,0.0,10.0,0.0,0.0
9256,"121.17,31.30",121.17,31.3,2.0,10.0,0.0,1.0
9257,"121.50,31.12",121.5,31.12,1.0,10.0,0.0,0.0
9258,"121.10,30.98",121.1,30.98,0.0,4.0,0.0,0.0
9259,"121.77,31.55",121.77,31.55,0.0,5.0,0.0,0.0
9260,"121.02,31.13",121.02,31.13,0.0,2.0,0.0,0.0
9261,"121.26,31.29",121.26,31.29,0.0,6.0,0.0,0.0
9262,"121.14,30.94",121.14,30.94,0.0,10.0,0.0,0.0
9263,"121.86,31.33",121.86,31.33,0.0,2.0,0.0,0.0
9264,"121.63,31.11",121.63,31.11,0.0,10.0,1.0,0.0
9265,"121.92,30.93",121.92,30.93,1.0,9.0,0.0,0.0
9266,"121.45,31.07",121.45,31.07,0.0,8.0,0.0,0.0
9267,"121.47,31.65",121.47,31.65,0.0,5.0,0.0,0.0
9268,"121.38,31.35",121.38,31.35,1.0,10.0,0.0,0.0
9269,"121.56,31.13",121.56,31.13,0.0,10.0,1.0,1.0
9270,"121.53,30.99",121.53,30.99,0.0,10.0,0.0,0.0
9271,"121.40,31.10",121.4,31.1,2.0,10.0,0.0,2.0
9272,"121.37,30.74",121.37,30.74,0.0,10.0,0.0,1.0
9273,"121.15,31.21",121.15,31.21,0.0,5.0,0.0,0.0
9274,"121.35,31.37",121.35,31.37,0.0,4.0,0.0,0.0
9275,"120.90,31.12",120.9,31.12,0.0,10.0,0.0,0.0
9276,"121.48,31.68",121.48,31.68,0.0,3.0,0.0,0.0
9277,"121.20,30.92",121.2,30.92,0.0,1.0,0.0,0.0
9278,"121.37,31.39",121.37,31.39,1.0,10.0,0.0,1.0
9279,"121.16,31.17",121.16,31.17,1.0,10.0,0.0,1.0
9280,"121.44,31.27",121.44,31.27,0.0,10.0,6.0,10.0
9281,"121.42,31.78",121.42,31.78,0.0,1.0,0.0,0.0
9282,"121.16,31.26",121.16,31.26,0.0,10.0,0.0,0.0
9283,"121.23,31.01",121.23,31.01,1.0,10.0,3.0,5.0
9284,"121.18,31.38",121.18,31.38,0.0,5.0,0.0,0.0
9285,"121.22,31.17",121.22,31.17,0.0,10.0,1.0,0.0
9286,"121.32,30.82",121.32,30.82,0.0,2.0,0.0,0.0
9287,"121.84,30.95",121.84,30.95,0.0,3.0,0.0,0.0
9288,"121.51,31.24",121.51,31.24,1.0,10.0,0.0,1.0
9289,"121.31,30.84",121.31,30.84,0.0,10.0,0.0,0.0
9290,"121.73,30.93",121.73,30.93,0.0,8.0,0.0,0.0
9291,"121.53,30.84",121.53,30.84,0.0,10.0,2.0,1.0
9292,"121.25,31.31",121.25,31.31,0.0,8.0,0.0,0.0
9293,"121.61,31.09",121.61,31.09,1.0,10.0,0.0,4.0
9294,"121.38,31.27",121.38,31.27,2.0,10.0,0.0,2.0
9295,"121.42,30.97",121.42,30.97,0.0,3.0,0.0,1.0
9296,"121.23,31.37",121.23,31.37,0.0,9.0,0.0,0.0
9297,"121.85,30.88",121.85,30.88,0.0,9.0,0.0,0.0
9298,"121.13,31.14",121.13,31.14,0.0,10.0,0.0,1.0
9299,"121.19,31.42",121.19,31.42,0.0,5.0,0.0,0.0
9300,"121.14,31.10",121.14,31.1,0.0,7.0,0.0,0.0
9301,"121.42,31.48",121.42,31.48,0.0,0.0,0.0,0.0
9302,"121.31,30.90",121.31,30.9,0.0,8.0,0.0,0.0
9303,"121.20,30.94",121.2,30.94,0.0,10.0,0.0,0.0
9304,"121.51,31.72",121.51,31.72,0.0,6.0,0.0,0.0
9305,"121.13,31.22",121.13,31.22,0.0,7.0,0.0,0.0
9306,"121.27,31.46",121.27,31.46,0.0,5.0,0.0,0.0
9307,"121.79,31.00",121.79,31.0,0.0,4.0,0.0,0.0
9308,"121.41,30.98",121.41,30.98,0.0,2.0,0.0,0.0
9309,"121.38,30.83",121.38,30.83,0.0,5.0,0.0,0.0
9310,"121.15,30.92",121.15,30.92,0.0,1.0,0.0,0.0
9311,"121.29,31.41",121.29,31.41,0.0,10.0,0.0,0.0
9312,"121.14,31.22",121.14,31.22,0.0,4.0,0.0,0.0
9313,"121.89,30.89",121.89,30.89,0.0,8.0,10.0,0.0
9314,"121.23,31.15",121.23,31.15,0.0,9.0,0.0,0.0
9315,"121.32,31.11",121.32,31.11,0.0,10.0,0.0,1.0
9316,"121.42,30.87",121.42,30.87,0.0,2.0,0.0,0.0
9317,"121.35,30.94",121.35,30.94,0.0,0.0,0.0,0.0
9318,"121.05,31.12",121.05,31.12,0.0,10.0,0.0,1.0
9319,"121.51,30.93",121.51,30.93,0.0,10.0,0.0,1.0
9320,"121.57,31.32",121.57,31.32,0.0,8.0,0.0,0.0
9321,"121.91,30.96",121.91,30.96,0.0,8.0,0.0,0.0
9322,"121.23,31.43",121.23,31.43,0.0,6.0,0.0,0.0
9323,"121.52,30.99",121.52,30.99,0.0,10.0,0.0,0.0
9324,"121.31,31.26",121.31,31.26,0.0,3.0,0.0,0.0
9325,"121.75,30.91",121.75,30.91,0.0,10.0,0.0,0.0
9326,"121.71,31.40",121.71,31.4,0.0,10.0,0.0,0.0
9327,"121.10,31.08",121.1,31.08,0.0,4.0,0.0,0.0
9328,"121.67,31.28",121.67,31.28,2.0,10.0,4.0,0.0
9329,"121.45,31.12",121.45,31.12,0.0,10.0,0.0,1.0
9330,"121.45,30.86",121.45,30.86,0.0,3.0,0.0,0.0
9331,"121.69,31.02",121.69,31.02,0.0,0.0,0.0,0.0
9332,"121.79,30.98",121.79,30.98,0.0,3.0,0.0,0.0
9333,"121.68,31.54",121.68,31.54,0.0,4.0,0.0,1.0
9334,"121.32,31.77",121.32,31.77,0.0,4.0,0.0,0.0
9335,"121.46,31.09",121.46,31.09,0.0,7.0,0.0,0.0
9336,"121.52,31.35",121.52,31.35,0.0,10.0,2.0,1.0
9337,"121.77,31.36",121.77,31.36,0.0,4.0,0.0,1.0
9338,"121.32,31.02",121.32,31.02,0.0,10.0,0.0,0.0
9339,"121.65,30.98",121.65,30.98,0.0,3.0,0.0,0.0
9340,"121.68,30.93",121.68,30.93,0.0,10.0,0.0,1.0
9341,"121.41,31.31",121.41,31.31,1.0,10.0,3.0,3.0
9342,"121.58,30.98",121.58,30.98,0.0,7.0,0.0,0.0
9343,"121.25,30.82",121.25,30.82,0.0,2.0,0.0,0.0
9344,"121.57,31.16",121.57,31.16,2.0,10.0,0.0,3.0
9345,"121.24,31.73",121.24,31.73,0.0,2.0,0.0,0.0
9346,"121.29,31.17",121.29,31.17,0.0,10.0,0.0,2.0
9347,"121.05,30.90",121.05,30.9,0.0,6.0,0.0,0.0
9348,"121.11,31.03",121.11,31.03,0.0,0.0,0.0,0.0
9349,"121.47,30.96",121.47,30.96,0.0,10.0,0.0,1.0
9350,"121.36,31.26",121.36,31.26,0.0,10.0,0.0,0.0
9351,"121.67,31.15",121.67,31.15,2.0,6.0,0.0,0.0
9352,"121.07,31.21",121.07,31.21,0.0,3.0,0.0,0.0
9353,"121.70,31.63",121.7,31.63,0.0,2.0,0.0,0.0
9354,"121.31,30.92",121.31,30.92,0.0,0.0,0.0,0.0
9355,"121.26,30.82",121.26,30.82,0.0,4.0,0.0,0.0
9356,"121.59,31.36",121.59,31.36,2.0,10.0,0.0,2.0
9357,"121.21,31.07",121.21,31.07,0.0,10.0,10.0,0.0
9358,"121.64,31.31",121.64,31.31,0.0,10.0,0.0,1.0
9359,"121.02,31.12",121.02,31.12,0.0,4.0,1.0,0.0
9360,"121.72,31.08",121.72,31.08,0.0,10.0,0.0,0.0
9361,"121.35,31.44",121.35,31.44,0.0,4.0,0.0,1.0
9362,"121.03,31.13",121.03,31.13,0.0,3.0,0.0,0.0
9363,"121.75,30.89",121.75,30.89,0.0,8.0,0.0,0.0
9364,"121.26,31.06",121.26,31.06,0.0,10.0,1.0,0.0
9365,"121.38,31.21",121.38,31.21,0.0,10.0,0.0,2.0
9366,"121.90,30.87",121.9,30.87,0.0,0.0,0.0,0.0
9367,"121.62,31.30",121.62,31.3,0.0,10.0,1.0,2.0
9368,"121.65,31.10",121.65,31.1,0.0,6.0,0.0,0.0
9369,"121.05,30.89",121.05,30.89,0.0,6.0,0.0,0.0
9370,"121.41,31.76",121.41,31.76,0.0,0.0,0.0,0.0
9371,"121.22,31.78",121.22,31.78,0.0,5.0,0.0,0.0
9372,"121.71,30.94",121.71,30.94,0.0,10.0,1.0,0.0
9373,"121.55,31.14",121.55,31.14,0.0,8.0,2.0,0.0
9374,"121.41,31.28",121.41,31.28,1.0,10.0,0.0,8.0
9375,"121.43,31.61",121.43,31.61,0.0,0.0,0.0,0.0
9376,"121.96,31.51",121.96,31.51,0.0,0.0,0.0,0.0
9377,"121.81,31.05",121.81,31.05,0.0,10.0,0.0,0.0
9378,"121.44,31.02",121.44,31.02,1.0,10.0,7.0,2.0
9379,"121.30,31.11",121.3,31.11,0.0,7.0,0.0,0.0
9380,"121.80,30.92",121.8,30.92,0.0,10.0,0.0,0.0
9381,"121.38,30.75",121.38,30.75,0.0,10.0,0.0,0.0
9382,"121.11,31.26",121.11,31.26,0.0,8.0,0.0,0.0
9383,"121.81,30.85",121.81,30.85,0.0,0.0,0.0,0.0
9384,"121.30,31.07",121.3,31.07,0.0,10.0,0.0,0.0
9385,"121.60,31.02",121.6,31.02,0.0,10.0,0.0,0.0
9386,"121.33,31.81",121.33,31.81,0.0,1.0,0.0,0.0
9387,"121.33,31.24",121.33,31.24,1.0,10.0,2.0,1.0
9388,"120.92,31.06",120.92,31.06,0.0,3.0,0.0,0.0
9389,"121.82,31.51",121.82,31.51,0.0,4.0,0.0,1.0
9390,"121.54,30.96",121.54,30.96,0.0,4.0,0.0,0.0
9391,"121.18,30.84",121.18,30.84,0.0,10.0,0.0,0.0
9392,"121.47,31.37",121.47,31.37,0.0,4.0,0.0,0.0
9393,"121.56,31.15",121.56,31.15,0.0,10.0,0.0,2.0
9394,"121.64,30.98",121.64,30.98,0.0,0.0,0.0,0.0
9395,"121.30,31.15",121.3,31.15,0.0,10.0,0.0,0.0
9396,"121.84,30.88",121.84,30.88,0.0,7.0,0.0,0.0
9397,"121.28,30.77",121.28,30.77,0.0,6.0,0.0,0.0
9398,"121.00,30.91",121.0,30.91,0.0,8.0,0.0,0.0
9399,"121.26,31.09",121.26,31.09,0.0,10.0,0.0,0.0
9400,"121.68,31.16",121.68,31.16,0.0,5.0,0.0,0.0
9401,"121.35,31.43",121.35,31.43,0.0,10.0,0.0,1.0
9402,"121.45,30.84",121.45,30.84,0.0,10.0,0.0,0.0
9403,"121.82,30.95",121.82,30.95,0.0,7.0,0.0,0.0
9404,"121.14,30.99",121.14,30.99,0.0,6.0,0.0,0.0
9405,"121.50,31.40",121.5,31.4,0.0,10.0,1.0,7.0
9406,"121.15,31.02",121.15,31.02,0.0,10.0,0.0,0.0
9407,"121.38,30.78",121.38,30.78,0.0,3.0,0.0,1.0
9408,"121.11,31.36",121.11,31.36,0.0,3.0,0.0,0.0
9409,"121.70,30.90",121.7,30.9,0.0,3.0,0.0,0.0
9410,"121.48,30.91",121.48,30.91,0.0,10.0,2.0,1.0
9411,"121.57,31.26",121.57,31.26,2.0,10.0,1.0,3.0
9412,"121.21,31.39",121.21,31.39,0.0,3.0,0.0,0.0
9413,"121.41,30.89",121.41,30.89,0.0,7.0,0.0,0.0
9414,"121.40,31.23",121.4,31.23,1.0,10.0,2.0,3.0
9415,"121.48,31.08",121.48,31.08,0.0,1.0,0.0,0.0
9416,"121.46,31.60",121.46,31.6,0.0,0.0,0.0,0.0
9417,"121.08,31.29",121.08,31.29,0.0,8.0,0.0,0.0
9418,"121.36,30.88",121.36,30.88,0.0,0.0,0.0,0.0
9419,"121.53,31.00",121.53,31.0,0.0,7.0,0.0,0.0
9420,"121.31,30.94",121.31,30.94,0.0,10.0,0.0,0.0
9421,"121.60,31.29",121.6,31.29,3.0,10.0,0.0,2.0
9422,"121.75,31.02",121.75,31.02,0.0,5.0,0.0,0.0
9423,"121.19,31.38",121.19,31.38,0.0,3.0,0.0,0.0
9424,"121.67,31.32",121.67,31.32,0.0,4.0,0.0,0.0
9425,"121.58,31.19",121.58,31.19,1.0,5.0,0.0,0.0
9426,"121.41,31.09",121.41,31.09,0.0,10.0,0.0,1.0
